date,subways_total_estimated_ridership,subways_of_comparable_pre_pandemic_day,buses_total_estimated_ridersip,buses_of_comparable_pre_pandemic_day,lirr_total_estimated_ridership,lirr_of_comparable_pre_pandemic_day,metro_north_total_estimated_ridership,metro_north_of_comparable_pre_pandemic_day,access_a_ride_total_scheduled_trips,access_a_ride_of_comparable_pre_pandemic_day,bridges_and_tunnels_total_traffic,bridges_and_tunnels_of_comparable_pre_pandemic_day,staten_island_railway_total_estimated_ridership,staten_island_railway_of_comparable_pre_pandemic_day
2023-12-19T00:00:00.000,3912934,0.73,1275002,0.64,244031,0.77,213625,0.77,32542,1.12,946648,1.07,7555,0.48
2023-12-20T00:00:00.000,3838407,0.72,1245547,0.62,236060,0.75,206420,0.74,33205,1.14,964384,1.09,7363,0.47
2023-12-21T00:00:00.000,3675448,0.69,1200899,0.60,229252,0.73,199411,0.71,31713,1.09,976632,1.10,6860,0.44
2023-12-22T00:00:00.000,3372318,0.63,1110555,0.55,231036,0.73,206169,0.74,29324,1.01,979372,1.11,5878,0.38
2023-12-23T00:00:00.000,2244175,0.68,708808,0.56,139904,1.09,130053,0.83,17627,1.02,876791,0.99,2700,0.54
2023-12-24T00:00:00.000,1657096,0.65,549448,0.56,92540,0.87,77874,0.72,20241,1.14,793031,1.00,1912,0.56
2023-12-25T00:00:00.000,1273729,0.50,381879,0.39,80587,0.76,65350,0.61,14750,0.83,748318,0.94,1668,0.49
2023-12-26T00:00:00.000,2668642,0.50,906670,0.45,219149,0.69,192910,0.69,20706,0.71,867072,0.98,5158,0.33
2023-12-27T00:00:00.000,2912007,0.55,955890,0.48,220010,0.70,186541,0.67,25945,0.89,881140,0.99,5373,0.34
2023-12-28T00:00:00.000,3064841,0.57,969231,0.48,218546,0.69,193235,0.69,26462,0.91,887521,1.00,5395,0.35
2023-12-29T00:00:00.000,3198885,0.60,1007697,0.50,237781,0.75,210361,0.75,26892,0.92,909062,1.03,5784,0.37
2023-12-30T00:00:00.000,2440211,0.74,720564,0.57,121688,0.95,121647,0.77,16983,0.99,833538,0.94,2780,0.56
2023-12-31T00:00:00.000,1934651,0.76,548344,0.56,99817,0.94,89554,0.83,20005,1.12,671873,0.84,2029,0.60
2024-01-01T00:00:00.000,1648734,0.79,455965,0.50,82811,1.00,73957,0.82,9165,0.68,730489,1.07,2018,0.74
2024-01-02T00:00:00.000,3290639,0.64,1091104,0.53,209680,0.69,184978,0.69,25961,0.92,829660,0.95,7107,0.43
2024-01-03T00:00:00.000,3555082,0.69,1212761,0.59,217373,0.72,194441,0.72,31304,1.11,856822,0.99,7565,0.46
2024-01-04T00:00:00.000,3560703,0.69,1242971,0.61,212217,0.70,190588,0.71,31233,1.10,867791,1.00,7450,0.45
2024-01-05T00:00:00.000,3263064,0.63,1185046,0.58,199441,0.66,173362,0.64,30480,1.08,886766,1.02,5963,0.36
2024-01-06T00:00:00.000,1942458,0.72,684686,0.57,92741,0.95,82890,0.64,15850,1.09,721283,0.94,2070,0.50
2024-01-07T00:00:00.000,1472438,0.70,502518,0.55,72971,0.88,57280,0.63,13723,1.02,566397,0.83,1533,0.56
2024-01-08T00:00:00.000,3303727,0.64,1226783,0.60,208960,0.69,184150,0.68,28890,1.02,844853,0.97,7001,0.43
2024-01-09T00:00:00.000,3353192,0.65,1135694,0.55,213699,0.71,188888,0.70,30430,1.08,780334,0.90,6944,0.42
2024-01-10T00:00:00.000,3557166,0.69,1248493,0.61,217461,0.72,191221,0.71,31338,1.11,844710,0.97,7216,0.44
2024-01-11T00:00:00.000,3688916,0.72,1293940,0.63,229117,0.76,199799,0.74,32790,1.16,921166,1.06,7337,0.45
2024-01-12T00:00:00.000,3365791,0.65,1228696,0.60,207670,0.69,182896,0.68,31096,1.10,930218,1.07,6286,0.38
2024-01-13T00:00:00.000,2167383,0.80,755670,0.63,101558,1.04,97439,0.75,17168,1.18,819900,1.07,2210,0.54
2024-01-14T00:00:00.000,1743556,0.83,588809,0.64,85521,1.03,78197,0.86,18588,1.38,750002,1.10,1745,0.64
2024-01-15T00:00:00.000,2169917,1.04,783032,0.85,91887,1.11,80498,0.89,16502,1.22,816628,1.20,3017,1.10
2024-01-16T00:00:00.000,3235935,0.63,1078860,0.53,205716,0.68,178389,0.66,29826,1.05,712714,0.82,5414,0.33
2024-01-17T00:00:00.000,3616923,0.70,1193111,0.58,217173,0.72,199986,0.74,32054,1.13,863242,0.99,6891,0.42
2024-01-18T00:00:00.000,3655850,0.71,1235693,0.60,217911,0.72,197257,0.73,32318,1.14,896766,1.03,7014,0.43
2024-01-19T00:00:00.000,3176408,0.62,1109408,0.54,191999,0.64,171490,0.64,27175,0.96,793429,0.91,5330,0.33
2024-01-20T00:00:00.000,2024041,0.75,677335,0.57,96128,0.99,82817,0.64,15487,1.07,758923,0.99,1926,0.47
2024-01-21T00:00:00.000,1576126,0.75,548497,0.60,78041,0.94,66955,0.74,17147,1.27,718777,1.05,1482,0.54
2024-01-22T00:00:00.000,3305387,0.64,1210644,0.59,209302,0.69,185181,0.69,30092,1.06,841078,0.97,6558,0.40
2024-01-23T00:00:00.000,3652488,0.71,1264199,0.62,233311,0.77,205300,0.76,33111,1.17,864670,1.00,7194,0.44
2024-01-24T00:00:00.000,3666907,0.71,1247798,0.61,223928,0.74,201969,0.75,33082,1.17,867077,1.00,7027,0.43
2024-01-25T00:00:00.000,3681867,0.72,1256481,0.61,223766,0.74,199560,0.74,32517,1.15,890573,1.02,6845,0.42
2024-01-26T00:00:00.000,3380816,0.66,1193175,0.58,213749,0.71,184511,0.69,31329,1.11,913609,1.05,5681,0.35
2024-01-27T00:00:00.000,2283244,0.84,801262,0.67,117555,1.21,102600,0.79,19099,1.32,853000,1.12,2409,0.59
2024-01-28T00:00:00.000,1549077,0.74,535857,0.58,75177,0.91,66794,0.74,17473,1.29,712530,1.04,1455,0.53
2024-01-29T00:00:00.000,3297571,0.64,1211703,0.59,214890,0.71,187702,0.70,29367,1.04,838882,0.97,6755,0.41
2024-01-30T00:00:00.000,3717520,0.72,1284597,0.63,230931,0.76,207896,0.77,32782,1.16,868230,1.00,7744,0.47
2024-01-31T00:00:00.000,3808584,0.74,1325692,0.65,228148,0.76,204353,0.76,33417,1.18,882805,1.02,7651,0.47
2024-02-01T00:00:00.000,3814682,0.70,1337508,0.62,214275,0.71,189621,0.70,33540,1.14,911954,1.03,7465,0.46
2024-02-02T00:00:00.000,3457807,0.64,1239617,0.58,200395,0.66,174044,0.65,32175,1.09,917639,1.04,6207,0.38
2024-02-03T00:00:00.000,2324038,0.81,808103,0.64,113576,1.21,102310,0.78,20070,1.23,845878,1.02,2357,0.55
2024-02-04T00:00:00.000,1742107,0.79,626299,0.64,86327,1.10,77083,0.85,20480,1.22,790429,1.05,1746,0.62
2024-02-05T00:00:00.000,3481777,0.64,1297578,0.60,218879,0.72,190181,0.71,31372,1.07,855224,0.97,7053,0.44
2024-02-06T00:00:00.000,3857533,0.71,1346868,0.63,233524,0.77,208252,0.77,33618,1.14,880296,1.00,7709,0.48
2024-02-07T00:00:00.000,3900992,0.72,1341486,0.62,229426,0.76,202871,0.75,34799,1.18,896482,1.01,7655,0.47
2024-02-08T00:00:00.000,3903673,0.72,1350925,0.63,232069,0.77,198010,0.74,34386,1.17,937494,1.06,7442,0.46
2024-02-09T00:00:00.000,3547321,0.65,1268268,0.59,218909,0.72,185475,0.69,32233,1.10,953705,1.08,6121,0.38
2024-02-10T00:00:00.000,2385448,0.83,795892,0.63,118074,1.26,99942,0.76,20462,1.26,876746,1.05,2596,0.61
2024-02-11T00:00:00.000,1774698,0.81,628400,0.64,83832,1.07,73614,0.81,20610,1.22,759996,1.01,1769,0.63
2024-02-12T00:00:00.000,3374596,0.62,1254403,0.58,212628,0.70,185118,0.69,30323,1.03,888941,1.01,6132,0.38
2024-02-13T00:00:00.000,2273584,0.42,724893,0.34,166803,0.55,134355,0.50,23271,0.79,480178,0.54,3641,0.23
2024-02-14T00:00:00.000,3963628,0.73,1282121,0.60,230505,0.76,201686,0.75,32796,1.11,909016,1.03,7645,0.47
2024-02-15T00:00:00.000,3874860,0.71,1305830,0.61,228885,0.76,202704,0.75,33402,1.14,948001,1.07,7500,0.46
2024-02-16T00:00:00.000,3504536,0.65,1225865,0.57,210552,0.70,186547,0.69,32442,1.10,962249,1.09,6269,0.39
2024-02-17T00:00:00.000,2178047,0.76,680638,0.54,95271,1.02,92423,0.71,17545,1.08,769698,0.93,2038,0.48
2024-02-18T00:00:00.000,1850840,0.84,604537,0.62,89877,1.15,81659,0.90,18975,1.13,794483,1.05,1720,0.61
2024-02-19T00:00:00.000,2244741,1.02,842548,0.86,96569,1.24,85973,0.94,17585,1.04,814165,1.08,3007,1.07
2024-02-20T00:00:00.000,3490990,0.64,1201850,0.56,233827,0.77,207099,0.77,32208,1.09,895208,1.01,7023,0.43
2024-02-21T00:00:00.000,3591484,0.66,1222440,0.57,230058,0.76,201074,0.75,33590,1.14,892324,1.01,7112,0.44
2024-02-22T00:00:00.000,3588173,0.66,1212903,0.56,225465,0.74,195315,0.73,32702,1.11,924554,1.05,6674,0.41
2024-02-23T00:00:00.000,3219121,0.59,1126271,0.52,208527,0.69,182348,0.68,30262,1.03,916874,1.04,5479,0.34
2024-02-24T00:00:00.000,2308808,0.80,788962,0.62,114816,1.23,98942,0.76,19456,1.20,866204,1.04,2407,0.56
2024-02-25T00:00:00.000,1740477,0.79,608010,0.62,88104,1.13,78248,0.86,19822,1.18,822624,1.09,1800,0.64
2024-02-26T00:00:00.000,3439079,0.63,1275320,0.59,217914,0.72,187542,0.70,30867,1.05,873604,0.99,6969,0.43
2024-02-27T00:00:00.000,3802458,0.70,1332209,0.62,233207,0.77,208042,0.77,33571,1.14,893537,1.01,7659,0.47
2024-02-28T00:00:00.000,3784177,0.70,1290829,0.60,228110,0.75,199671,0.74,33664,1.14,889784,1.01,7428,0.46
2024-02-29T00:00:00.000,3905888,0.72,1334777,0.62,232010,0.77,204828,0.76,33637,1.14,957616,1.08,7295,0.45
2024-03-01T00:00:00.000,3573658,0.64,1276428,0.57,181633,0.58,157348,0.57,33416,1.12,968878,1.05,6220,0.39
2024-03-02T00:00:00.000,2094029,0.68,689029,0.52,98266,0.91,85586,0.63,19380,1.14,823629,0.95,2084,0.41
2024-03-03T00:00:00.000,1961510,0.86,686787,0.69,93906,1.08,85095,0.90,21351,1.21,857039,1.06,1981,0.63
2024-03-04T00:00:00.000,3539671,0.64,1319592,0.59,219565,0.70,188845,0.68,32231,1.08,887009,0.96,7229,0.45
2024-03-05T00:00:00.000,3819514,0.69,1263377,0.56,236999,0.76,204515,0.74,34277,1.15,868487,0.94,7344,0.46
2024-03-06T00:00:00.000,3865589,0.69,1273337,0.57,225080,0.72,198040,0.72,35207,1.18,890058,0.97,7555,0.47
2024-03-07T00:00:00.000,3893731,0.70,1334827,0.60,226926,0.72,197659,0.72,34235,1.15,941815,1.02,7414,0.46
2024-03-08T00:00:00.000,3685219,0.66,1291469,0.58,226372,0.72,192899,0.70,34613,1.16,987695,1.07,6588,0.41
2024-03-09T00:00:00.000,2128635,0.69,747405,0.56,113368,1.05,97183,0.72,19661,1.16,857351,0.98,2174,0.43
2024-03-10T00:00:00.000,1803578,0.79,630566,0.63,90567,1.04,77768,0.82,20080,1.14,818114,1.01,1750,0.56
2024-03-11T00:00:00.000,3497588,0.63,1270081,0.57,218755,0.70,188108,0.68,31600,1.06,869087,0.94,6854,0.43
2024-03-12T00:00:00.000,3988438,0.72,1370319,0.61,239002,0.76,213584,0.77,34978,1.18,911441,0.99,7820,0.49
2024-03-13T00:00:00.000,4024943,0.72,1377062,0.61,237603,0.76,212582,0.77,36469,1.23,937527,1.02,8100,0.51
2024-03-14T00:00:00.000,4049186,0.73,1368263,0.61,240124,0.77,211962,0.77,36111,1.21,970105,1.05,7658,0.48
2024-03-15T00:00:00.000,3643013,0.65,1275542,0.57,227481,0.73,199285,0.72,33266,1.12,986807,1.07,6558,0.41
2024-03-16T00:00:00.000,2553056,0.83,838318,0.63,138156,1.28,129667,0.96,20796,1.23,924262,1.06,3108,0.61
2024-03-17T00:00:00.000,1972170,0.86,625861,0.63,103993,1.20,86964,0.92,20237,1.15,862748,1.07,2078,0.66
2024-03-18T00:00:00.000,3482565,0.63,1296423,0.58,221451,0.71,190770,0.69,31905,1.07,895292,0.97,7072,0.44
2024-03-19T00:00:00.000,3869116,0.69,1336910,0.60,242771,0.77,210028,0.76,34899,1.17,909501,0.99,7795,0.49
2024-03-20T00:00:00.000,3886104,0.70,1334002,0.60,234446,0.75,206030,0.75,35998,1.21,927404,1.01,7700,0.48
2024-03-21T00:00:00.000,3862248,0.69,1317112,0.59,228782,0.73,200037,0.73,35097,1.18,947309,1.03,7292,0.46
2024-03-22T00:00:00.000,3581959,0.64,1251225,0.56,225175,0.72,187489,0.68,33549,1.13,975518,1.06,6299,0.39
2024-03-23T00:00:00.000,1863863,0.61,587004,0.44,95770,0.89,77331,0.57,17633,1.04,733638,0.84,1766,0.35
2024-03-24T00:00:00.000,1912946,0.83,653413,0.66,95973,1.11,80451,0.85,22334,1.27,861573,1.07,1890,0.60
2024-03-25T00:00:00.000,3583716,0.64,1281676,0.57,224068,0.71,192720,0.70,31947,1.07,902281,0.98,7032,0.44
2024-03-26T00:00:00.000,3969793,0.71,1355991,0.60,239790,0.77,211566,0.77,34874,1.17,914666,0.99,7754,0.49
2024-03-27T00:00:00.000,4014011,0.72,1342695,0.60,241268,0.77,207744,0.75,35627,1.20,943920,1.02,7628,0.48
2024-03-28T00:00:00.000,3910547,0.70,1223847,0.55,239840,0.77,200583,0.73,34416,1.16,954143,1.04,6780,0.42
2024-03-29T00:00:00.000,3372535,0.61,1096254,0.49,241583,0.77,198343,0.72,30293,1.02,966343,1.05,5092,0.32
2024-03-30T00:00:00.000,2526569,0.82,801723,0.60,135355,1.25,111061,0.82,19891,1.17,906427,1.04,2748,0.54
2024-03-31T00:00:00.000,1936295,0.84,606411,0.61,121273,1.40,98458,1.04,23316,1.32,933446,1.16,2096,0.67
2024-04-01T00:00:00.000,3321989,0.60,1168598,0.53,208291,0.67,180107,0.63,30083,1.04,917643,0.98,6053,0.37
2024-04-02T00:00:00.000,3900061,0.70,1247638,0.57,234615,0.76,206753,0.72,34415,1.19,889922,0.95,7289,0.45
2024-04-03T00:00:00.000,3890305,0.70,1162660,0.53,222764,0.72,195001,0.68,34971,1.21,851814,0.91,6815,0.42
2024-04-04T00:00:00.000,4100733,0.74,1339531,0.61,232730,0.75,201745,0.70,34712,1.20,957042,1.02,7180,0.44
2024-04-05T00:00:00.000,3800800,0.68,1263607,0.58,225107,0.73,202580,0.71,34503,1.19,981699,1.04,6309,0.39
2024-04-06T00:00:00.000,2477127,0.78,822825,0.62,128106,1.12,117095,0.79,21444,1.29,928096,1.02,2555,0.50
2024-04-07T00:00:00.000,1899641,0.78,651153,0.66,101624,1.11,94103,0.91,21759,1.17,875089,1.01,2033,0.62
2024-04-08T00:00:00.000,3506719,0.63,1258402,0.58,220359,0.71,194106,0.68,31777,1.10,879783,0.93,6873,0.42
2024-04-09T00:00:00.000,4042674,0.72,1366571,0.63,251964,0.81,228390,0.80,36151,1.25,965630,1.03,7937,0.49
2024-04-10T00:00:00.000,3791945,0.68,1245909,0.57,235585,0.76,216591,0.75,35534,1.23,946464,1.01,7115,0.44
2024-04-11T00:00:00.000,4000485,0.72,1315916,0.60,241215,0.78,205013,0.71,35354,1.22,963140,1.02,7326,0.45
2024-04-12T00:00:00.000,3668439,0.66,1240823,0.57,225168,0.73,191755,0.67,33701,1.16,979494,1.04,6265,0.39
2024-04-13T00:00:00.000,2535112,0.80,824356,0.62,120351,1.05,110542,0.74,21606,1.30,930759,1.02,2609,0.51
2024-04-14T00:00:00.000,2068885,0.85,664358,0.67,103711,1.13,93633,0.91,21766,1.17,897470,1.04,2145,0.66
2024-04-15T00:00:00.000,3704177,0.66,1319005,0.60,233386,0.75,203835,0.71,32975,1.14,933433,0.99,7374,0.45
2024-04-16T00:00:00.000,4033514,0.72,1370151,0.63,243835,0.79,220030,0.77,35869,1.24,941739,1.00,8017,0.49
2024-04-17T00:00:00.000,4021256,0.72,1347870,0.62,243323,0.78,214829,0.75,35970,1.24,942089,1.00,7805,0.48
2024-04-18T00:00:00.000,3966226,0.71,1303010,0.60,230634,0.74,203859,0.71,34816,1.20,955479,1.02,7271,0.45
2024-04-19T00:00:00.000,3705782,0.66,1278086,0.58,223518,0.72,205809,0.72,33749,1.17,1000275,1.06,6252,0.39
2024-04-20T00:00:00.000,2537525,0.80,830016,0.62,125999,1.10,123804,0.83,21228,1.27,949195,1.04,2793,0.55
2024-04-21T00:00:00.000,1918237,0.79,651681,0.66,101817,1.11,98834,0.96,20807,1.11,873632,1.01,2017,0.62
2024-04-22T00:00:00.000,3219677,0.58,1146285,0.52,229680,0.74,206229,0.72,29919,1.03,902943,0.96,6171,0.38
2024-04-23T00:00:00.000,3522218,0.63,1176798,0.54,238274,0.77,221191,0.77,31727,1.10,869972,0.92,7063,0.44
2024-04-24T00:00:00.000,3608010,0.65,1180243,0.54,233010,0.75,215927,0.75,32658,1.13,880348,0.94,6847,0.42
2024-04-25T00:00:00.000,3723894,0.67,1191480,0.55,242243,0.78,217219,0.76,32999,1.14,962228,1.02,6820,0.42
2024-04-26T00:00:00.000,3431590,0.62,1143792,0.52,229885,0.74,198590,0.69,31859,1.10,955900,1.02,5647,0.35
2024-04-27T00:00:00.000,2506779,0.79,801494,0.60,123192,1.08,109447,0.73,20591,1.23,911900,1.00,2479,0.48
2024-04-28T00:00:00.000,2084950,0.86,649572,0.65,100214,1.09,91619,0.89,21057,1.13,881076,1.02,1965,0.60
2024-04-29T00:00:00.000,3323706,0.60,1161990,0.53,225362,0.73,201385,0.70,30504,1.05,866723,0.92,6385,0.39
2024-04-30T00:00:00.000,3638986,0.65,1193514,0.55,240862,0.78,218592,0.76,32717,1.13,872347,0.93,6886,0.42
2024-05-01T00:00:00.000,4032791,0.71,1350660,0.59,230682,0.72,205030,0.72,35701,1.21,954842,0.99,7757,0.45
2024-05-02T00:00:00.000,4061242,0.71,1349838,0.59,235003,0.74,210951,0.74,36244,1.23,980830,1.02,7475,0.43
2024-05-03T00:00:00.000,3780888,0.66,1285012,0.56,226880,0.71,204190,0.71,34860,1.19,1004571,1.04,6516,0.37
2024-05-04T00:00:00.000,2563658,0.80,849249,0.61,123516,1.04,122719,0.81,22523,1.30,951334,0.99,2769,0.57
2024-05-05T00:00:00.000,1889174,0.79,578132,0.60,99491,1.02,87988,0.85,20709,1.22,819681,0.96,2571,0.73
2024-05-06T00:00:00.000,3652105,0.64,1295794,0.57,229643,0.72,200506,0.70,33424,1.14,930298,0.97,6869,0.39
2024-05-07T00:00:00.000,4098321,0.72,1375535,0.60,250953,0.79,227303,0.79,36309,1.23,954763,0.99,7966,0.46
2024-05-08T00:00:00.000,4087477,0.71,1350511,0.59,244202,0.76,221059,0.77,36981,1.26,969162,1.01,7623,0.44
2024-05-09T00:00:00.000,4086528,0.71,1354139,0.60,247959,0.78,218370,0.76,35927,1.22,999321,1.04,7344,0.42
2024-05-10T00:00:00.000,3677268,0.64,1212090,0.53,228020,0.71,195091,0.68,34539,1.17,1001911,1.04,5894,0.34
2024-05-11T00:00:00.000,2648580,0.83,845713,0.61,134051,1.13,117308,0.78,22810,1.32,1004157,1.05,3078,0.63
2024-05-12T00:00:00.000,1858872,0.78,559614,0.58,114118,1.17,98717,0.95,24531,1.44,930720,1.09,1755,0.50
2024-05-13T00:00:00.000,3703066,0.65,1264180,0.56,244216,0.76,209794,0.73,31980,1.09,953646,0.99,7137,0.41
2024-05-14T00:00:00.000,4116655,0.72,1343633,0.59,260745,0.82,226656,0.79,35800,1.22,964136,1.00,7698,0.44
2024-05-15T00:00:00.000,4114615,0.72,1288427,0.57,248434,0.78,219840,0.77,36951,1.26,942648,0.98,7856,0.45
2024-05-16T00:00:00.000,4105026,0.72,1306481,0.57,243988,0.76,215601,0.75,35940,1.22,985179,1.02,7590,0.44
2024-05-17T00:00:00.000,3816914,0.67,1270674,0.56,241980,0.76,215838,0.75,34945,1.19,1023765,1.06,6569,0.38
2024-05-18T00:00:00.000,2691368,0.84,792454,0.57,131709,1.11,130279,0.86,21562,1.25,969098,1.01,2855,0.59
2024-05-19T00:00:00.000,2121485,0.89,657256,0.68,112130,1.15,106408,1.02,22305,1.31,939438,1.10,2228,0.63
2024-05-20T00:00:00.000,3682061,0.64,1291703,0.57,236846,0.74,216450,0.76,32417,1.10,956799,0.99,7160,0.41
2024-05-21T00:00:00.000,4029557,0.70,1349876,0.59,252506,0.79,234587,0.82,35819,1.22,962058,1.00,7775,0.45
2024-05-22T00:00:00.000,4104021,0.72,1357841,0.60,258544,0.81,233098,0.81,36940,1.26,975096,1.01,8086,0.46
2024-05-23T00:00:00.000,3863099,0.68,1275297,0.56,250848,0.79,215083,0.75,34785,1.18,1011195,1.05,7442,0.43
2024-05-24T00:00:00.000,3583244,0.63,1243655,0.55,250907,0.79,209130,0.73,33663,1.14,1034556,1.07,6663,0.38
2024-05-25T00:00:00.000,2347159,0.73,805680,0.58,135961,1.15,120036,0.80,20733,1.20,924855,0.97,3031,0.62
2024-05-26T00:00:00.000,2019012,0.84,652393,0.68,120709,1.24,101017,0.97,22762,1.34,905197,1.06,2710,0.77
2024-05-27T00:00:00.000,1667890,0.70,594031,0.62,99975,1.03,81042,0.78,12673,0.75,742353,0.87,2123,0.60
2024-05-28T00:00:00.000,3825781,0.67,1300611,0.57,257078,0.80,227311,0.79,34485,1.17,967869,1.01,7609,0.44
2024-05-29T00:00:00.000,4006764,0.70,1309889,0.58,254749,0.80,227379,0.79,36435,1.24,943930,0.98,8090,0.46
2024-05-30T00:00:00.000,3979959,0.70,1301028,0.57,253843,0.79,219887,0.77,35372,1.20,997110,1.04,7550,0.43
2024-05-31T00:00:00.000,3688627,0.65,1257526,0.55,245017,0.77,211027,0.74,35020,1.19,1020563,1.06,6644,0.38
2024-06-01T00:00:00.000,2446153,0.76,848601,0.61,128555,1.05,110948,0.70,22726,1.31,999068,1.02,2980,0.59
2024-06-02T00:00:00.000,1978037,0.76,651637,0.60,114504,1.16,92567,0.85,22640,1.25,940743,1.02,2339,0.60
2024-06-03T00:00:00.000,3611491,0.64,1294956,0.60,225413,0.68,197640,0.67,33679,1.15,946610,0.96,7168,0.44
2024-06-04T00:00:00.000,3979793,0.71,1327963,0.62,255090,0.77,233237,0.79,36865,1.26,957990,0.97,7800,0.48
2024-06-05T00:00:00.000,4051943,0.72,1338427,0.62,264512,0.80,230173,0.78,37800,1.29,985722,1.00,7942,0.49
2024-06-06T00:00:00.000,3774324,0.67,1207899,0.56,245631,0.74,219447,0.74,35234,1.20,978812,1.00,7059,0.44
2024-06-07T00:00:00.000,3752412,0.67,1254339,0.58,252098,0.76,214062,0.72,35464,1.21,1035803,1.05,6393,0.39
2024-06-08T00:00:00.000,2673220,0.83,842779,0.60,159020,1.29,135138,0.85,23371,1.35,998451,1.02,3150,0.62
2024-06-09T00:00:00.000,2134551,0.82,680981,0.63,132945,1.35,107497,0.99,22435,1.24,962131,1.04,2492,0.64
2024-06-10T00:00:00.000,3702212,0.66,1355986,0.63,240121,0.72,211542,0.72,32970,1.13,959576,0.98,7701,0.47
2024-06-11T00:00:00.000,3995425,0.71,1390440,0.65,259101,0.78,230796,0.78,36206,1.24,951147,0.97,8500,0.52
2024-06-12T00:00:00.000,3977760,0.71,1355294,0.63,256255,0.77,224305,0.76,36693,1.25,928453,0.94,8138,0.50
2024-06-13T00:00:00.000,3936941,0.70,1310210,0.61,254575,0.77,221855,0.75,35363,1.21,964740,0.98,7675,0.47
2024-06-14T00:00:00.000,3517062,0.63,1212740,0.56,247019,0.74,204586,0.69,34757,1.19,1011986,1.03,5973,0.37
2024-06-15T00:00:00.000,2431810,0.75,851502,0.61,142102,1.16,122409,0.77,23580,1.36,1022686,1.04,3104,0.61
2024-06-16T00:00:00.000,1897201,0.72,653946,0.60,130133,1.32,109303,1.00,24200,1.34,997278,1.08,2245,0.58
2024-06-17T00:00:00.000,3325104,0.59,1172762,0.55,242993,0.73,215241,0.73,31993,1.09,956532,0.97,6466,0.40
2024-06-18T00:00:00.000,3920839,0.70,1314338,0.61,260538,0.78,242116,0.82,36105,1.23,988738,1.01,7713,0.48
2024-06-19T00:00:00.000,3046320,1.16,1068172,0.98,232540,2.36,206582,1.89,26431,1.46,969020,1.05,4527,1.16
2024-06-20T00:00:00.000,3857797,0.69,1275626,0.59,255683,0.77,227113,0.77,36445,1.24,1020534,1.04,7217,0.45
2024-06-21T00:00:00.000,3500365,0.62,1191812,0.55,244215,0.73,211543,0.72,34695,1.18,1022507,1.04,6166,0.38
2024-06-22T00:00:00.000,2385207,0.74,793674,0.57,133102,1.08,119962,0.76,21970,1.27,977336,0.99,2743,0.54
2024-06-23T00:00:00.000,1908786,0.73,648887,0.60,118067,1.20,103892,0.95,21789,1.20,953693,1.03,2061,0.53
2024-06-24T00:00:00.000,3467845,0.62,1227231,0.57,246269,0.74,213904,0.72,33300,1.14,975173,0.99,6820,0.42
2024-06-25T00:00:00.000,3831447,0.68,1269567,0.59,271783,0.82,232410,0.79,36669,1.25,1002164,1.02,7685,0.47
2024-06-26T00:00:00.000,3901100,0.70,1267408,0.59,264126,0.79,226518,0.77,36344,1.24,1020784,1.04,7314,0.45
2024-06-27T00:00:00.000,3776811,0.67,1214263,0.56,255215,0.77,227648,0.77,35155,1.20,1032517,1.05,7170,0.44
2024-06-28T00:00:00.000,3522732,0.63,1141168,0.53,255739,0.77,211914,0.72,34111,1.16,1037403,1.06,6305,0.39
2024-06-29T00:00:00.000,2454997,0.76,780229,0.56,138769,1.13,119738,0.75,21904,1.26,977287,0.99,2948,0.58
2024-06-30T00:00:00.000,2002269,0.76,583751,0.54,126526,1.28,108244,0.99,20851,1.15,885430,0.96,2268,0.58
2024-07-01T00:00:00.000,3273546,0.62,1156904,0.56,216906,0.68,185943,0.66,32979,1.16,954908,0.99,6947,0.50
2024-07-02T00:00:00.000,3542073,0.67,1216755,0.59,234535,0.74,207844,0.73,35200,1.24,951968,0.99,7431,0.54
2024-07-03T00:00:00.000,3409357,0.65,1198766,0.58,237577,0.75,205176,0.72,36949,1.30,1003052,1.04,6758,0.49
2024-07-04T00:00:00.000,1992244,0.85,643119,0.59,117030,1.12,101274,0.95,17646,1.07,752680,0.85,2939,0.82
2024-07-05T00:00:00.000,2700734,0.51,1001854,0.48,207314,0.65,183222,0.65,28776,1.02,854313,0.89,4563,0.33
2024-07-06T00:00:00.000,2100877,0.74,758425,0.56,119417,0.94,110386,0.71,19730,1.24,857713,0.93,2688,0.53
2024-07-07T00:00:00.000,1804572,0.77,642652,0.59,120316,1.15,105041,0.99,22640,1.37,909616,1.03,2167,0.61
2024-07-08T00:00:00.000,3228784,0.61,1176713,0.57,226613,0.72,199454,0.70,33105,1.17,945690,0.98,6499,0.47
2024-07-09T00:00:00.000,3605032,0.68,1236657,0.60,249970,0.79,219843,0.78,35500,1.25,927603,0.96,7176,0.52
2024-07-10T00:00:00.000,3691835,0.70,1252733,0.60,249781,0.79,210993,0.75,37417,1.32,957143,1.00,7393,0.54
2024-07-11T00:00:00.000,3688029,0.70,1233678,0.60,246250,0.78,209174,0.74,35691,1.26,993245,1.03,6914,0.50
2024-07-12T00:00:00.000,3261074,0.62,1120310,0.54,231084,0.73,191828,0.68,34090,1.20,979245,1.02,5586,0.41
2024-07-13T00:00:00.000,2203283,0.78,743154,0.55,123988,0.97,107166,0.69,20949,1.32,912958,0.99,2700,0.53
